           24         id24         born      0.50000      0.50000            0    1.2169514314890025E-03    1.4137311581409669E-06    1.1616989154704344E-01        20,005,000       356,708,085          averaged
           25         id25         born      0.50000      0.50000            0    9.7496788348276579E-03    1.3093790013435366E-05    1.3429970602377100E-01        22,958,000       315,590,225          averaged
           26         id26         born      0.50000      0.50000            0    8.7237488233968576E-03    1.2699000097493372E-05    1.4556815372119608E-01        22,958,000       324,794,106          averaged
           27         id27         born      0.50000      0.50000            0    3.1602457893061018E-06    1.0480052546125092E-08    3.3162143848394171E-01         3,591,000       612,607,146          averaged
           28         id28         born      0.50000      0.50000            0    3.3239075612618986E-06    1.1515550734915639E-08    3.4644617886256257E-01         3,591,000       626,316,265          averaged
           29         id29         born      0.50000      0.50000            0    8.8272747864844080E-04    9.5568543950108587E-07    1.0826506057841909E-01        19,052,000       335,186,727          averaged
           30         id30         born      0.50000      0.50000            0    3.4935963170782858E-03    5.3135452107671555E-06    1.5209385196544126E-01        19,052,000       349,814,268          averaged
           31         id31         born      0.50000      0.50000            0    1.9191124299757498E-06    5.3770907234612111E-09    2.8018633194560449E-01         5,788,000       600,702,403          averaged
           32         id32         born      0.50000      0.50000            0    2.1042303193037929E-03    2.1109968619818219E-06    1.0032156853819442E-01        22,958,000       304,272,983          averaged
           33         id33         born      0.50000      0.50000            0    3.8582935838157289E-03    3.7591323025003078E-06    9.7429918715066940E-02        17,854,000       227,628,103          averaged
           34         id34         born      0.50000      0.50000            0    2.0890488103247868E-04    2.4075709142647339E-07    1.1524723129329018E-01        17,854,000       230,081,826          averaged
           35         id35         born      0.50000      0.50000            0    2.3685000039022882E-04    2.8493424502499879E-07    1.2030155987145764E-01        16,365,000       274,390,042          averaged
           36         id36         born      0.50000      0.50000            0    3.8564634050694747E-04    4.5121117115032488E-07    1.1700128427439239E-01        15,365,000       261,417,016          averaged
           37         id37         born      0.50000      0.50000            0    3.3003388422923224E-04    3.3971382316979470E-07    1.0293301367014758E-01        19,392,000       244,080,778          averaged
           38         id38         born      0.50000      0.50000            0    3.2953237851790517E-04    3.3694790730465423E-07    1.0225031871529619E-01        18,392,000       234,852,939          averaged
           39         id39         born      0.50000      0.50000            0    2.7593135852095902E-03    2.8589739041683121E-06    1.0361177937487492E-01        17,854,000       228,023,390          averaged
           40         id40         born      0.50000      0.50000            0    2.7724931935593873E-03    2.9661106923621325E-06    1.0698351574865995E-01        18,392,000       241,050,449          averaged
           41         id41         born      0.50000      0.50000            0    1.7887770146029811E-04    2.1969047744253693E-07    1.2281602214756612E-01        15,365,000       261,709,644          averaged
           42         id42         born      0.50000      0.50000            0    9.3957376129071371E-04    1.1445356621009983E-06    1.2181434915005755E-01        16,365,000       276,656,865          averaged
           43         id43         born      0.50000      0.50000            0    2.0855016923903915E-04    2.3248725029721570E-07    1.1147785261719925E-01        18,854,000       234,674,147          averaged
           44         id44         born      0.50000      0.50000            0    2.2425296404332109E-03    3.1917328584729089E-06    1.4232734323441679E-01        14,920,000       264,763,895          averaged
           45         id45         born      0.50000      0.50000            0    2.3690860521706923E-04    3.5095159645950438E-07    1.4813796912861923E-01        13,967,000       259,225,220          averaged
           46         id46         born      0.50000      0.50000            0    3.8271923580761023E-03    5.0190116418103631E-06    1.3114082523757387E-01        14,920,000       262,549,638          averaged
           47         id47         born      0.50000      0.50000            0    3.8478432531460104E-04    4.9230276703621300E-07    1.2794252121203339E-01        15,365,000       276,956,645          averaged
           48         id48         born      0.50000      0.50000            0    3.1971992017191930E-03    3.3623336970273322E-06    1.0516497361876430E-01        18,392,000       240,495,252          averaged
           49         id49         born      0.50000      0.50000            0    2.8463169483249946E-04    3.2071162400659101E-07    1.1267600545867666E-01        15,365,000       262,072,364          averaged
           50         id50         born      0.50000      0.50000            0    1.2196778787654837E-03    1.4820665483948257E-06    1.2151294814782759E-01        15,365,000       261,811,051          averaged
           51         id51         born      0.50000      0.50000            0    3.2965415534756795E-04    3.2660067016167029E-07    9.9073730715549979E-02        19,392,000       249,357,498          averaged
           52         id52         born      0.50000      0.50000            0    3.2980573420752384E-04    3.4987017459043664E-07    1.0608371483628834E-01        18,854,000       234,308,629          averaged
